what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1481946060433
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1481946065984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1481946066719
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1481946085593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1481946088544
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946089466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946090138
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1481946092106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1481946094403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1481946097013
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1481946104091
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1481946112919
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1481946121091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946131279
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946135185
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946137998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946140826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1481946150217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946157837
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1481946157900
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946159015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946160281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946160406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481946162484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481946171375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481946171687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1481946181375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481946183062
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946184469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946188167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946189073
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946199636
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946201440
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946202815
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946205003
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946206878
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946208206
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946247534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946255753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946258003
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946263035
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1481946265519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481946266753
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946272613
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946287051
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946289348
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946295519
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946297754
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946299160
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946299785
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946301301
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946308129
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946310254
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946312254
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1481946325176
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1481946340020
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1481946347223
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1481946357661
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481946359572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1481946383088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481946384666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946397619
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946404353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946408838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946413291
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481946417244
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946433291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946436573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946440416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946443088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1481946488011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946491745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946505339
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openSearchDialog",1481946505370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946574856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946575871
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946577340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946580309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946582496
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946593528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946664435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946668044
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1481946678638
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1481946680154
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1481946681279
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481946683592
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1481946689014
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1481946693592
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1481946701655
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1481946706503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946715284
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946731644
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1481946732581
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946743878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946745581
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946745675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481946749441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481946758425
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1481946765003
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1481946775238
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1481946780097
