what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992738098
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992744541
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1479992752384
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1479992755028
closed,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1479992755028
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1479992757227
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1479992768685
opened,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1479992775056
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1479992775149
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1479992777482
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1479992843297
executed,command,,,"AUTOGEN:::org.eclipse.wst.html.core.htmlsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1479992845061
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1479992858642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992872965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992877290
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1479992880653
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1479992883999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992913579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992922411
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1479992922443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992926363
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992940259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1479992940275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992946902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992948939
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1479992948955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992951659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992971472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1479992971487
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992980649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992997128
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479992998088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479993119029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479993128347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479993130049
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1479993131834
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1479993134244
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1479993137238
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1479993137331
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1480045457411
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1480045457411
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1480045457411
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1480045457458
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1480045457458
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1480045457458
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1480045457458
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1480045457458
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1480045457458
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1480045457458
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1480045457474
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1480045457474
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1480045457599
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1480045457599
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1480045457661
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1480045457661
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1480045457661
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1480045457677
started,bundle,org.eclipse.emf.common,2.7.0.v20110605-0747,"org.eclipse.emf.common",1480045457677
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20110606-0949,"org.eclipse.emf.common.ui",1480045457677
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110605-0747,"org.eclipse.emf.ecore",1480045457786
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1480045457786
